name,newprice,oldprice,stock,warranty,data,productlink
Features & BenefitsHigh quality and durable and water repellent fabric
Spacious compartments with well-placed pockets
Anti-theft compartments to keep valuables safe
Thick breathable mesh padding for cushioned comfort","https://www.sigma-computer.com/item?id=3161&name=Lenovo_15.6”_Laptop_Everyday_Backpack_B510"
"ASUS Webcam C3 USB with 1080p 30 fps recording","999","1200","Out Of Stock","no warranty","USB camera with 1080p 30 fps recording and beamforming microphone for better live-streaming video and audio quality and and adjustable clip that fits various devices
Sharp FHD (1920 x 1080) video output at a smooth 30 fps
Effectively reduces environmental noise for crystal-clear video calls and even while gaming
90° tilt‑adjustable clip fits a variety of laptop screens and desktop monitors and and 360° rotation mechanism enables flexible camera angles
Compatible with popular applications such as Skype and Microsoft® Teams and Zoom
Wide field of view – perfect for conferences and telecommuting and or chats with two or more parties sitting side-by-side","https://www.sigma-computer.com/item?id=3136&name=ASUS_Webcam_C3_USB_with_1080p_30_fps_recording"
"Lenovo 15.6 inch laptop Backpack B210 Grey","300","350","Out Of Stock","no warranty","The Lenovo 15.6" Casual Backpack B210 utilizes a water-repellent fabric and a clean and streamlined design to create a case that's perfectly suited to modern life. It offers an integrated laptop compartment comfortably that fits most laptops up to 15.6 inches and a range of internal pockets for those must-have accessories and and a spacious main compartment for books and other items. Casual and stylish design; High quality and durable and water repellant fabric; Large storage capacity – fits up to 15.6” laptops; Conveniently placed compartments and pockets
Features & BenefitsCasual and stylish design
High quality and durable and water repellant fabric
Large storage capacity – fits up to 15.6” laptops
Conveniently placed compartments and pockets","https://www.sigma-computer.com/item?id=3063&name=Lenovo_15.6_inch_laptop_Backpack_B210_Grey"
"Logitech C505 HD Webcam with HD 720p video and a long-range mic - 960-001364","2399","2550","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=3059&name=Logitech_C505_HD_Webcam_with_HD_720p_video_and_a_long-range_mic_-_960-001364"
"HP Pavilion Gaming Laptop 16-a0028ne Core i5-10300H-RAM 8GB-256 SSD 1TB-40.9 cm FHD IPS-GTX 1650 4G","13400","15200","Out Of Stock","no warranty","Microprocessor
Intel® Core™ i5-10300H (2.5 GHz base frequency and up to 4.5 GHz with Intel® Turbo Boost Technology and 8 MB L3 cache and 4 cores)
Memory and standard
8 GB DDR4-2933 SDRAM (2 x 4 GB)Memory and standard
Hard drive
256 GB PCIe® NVMe™ M.2 SSD
1 TB 7200 rpm SATA HDD.
Display
40.9 cm (16.1") diagonal and FHD (1920 x 1080) and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC
GTX 1650 4GB","https://www.sigma-computer.com/item?id=3056&name=HP_Pavilion_Gaming_Laptop_16-a0028ne_Core_i5-10300H-RAM_8GB-256_SSD_1TB-40.9_cm_FHD_IPS-GTX_1650_4G"
"HP Laptop 15-da2007ne Core i5-10210U-RAM 4 GB-1 TB HDD-39.6 cm HD -GeForce MX110 2G","8800","10200","Out Of Stock","no warranty","Microprocessor
Intel® Core™ i5-10210U (1.6 GHz base frequency and up to 4.2 GHz base with Intel® Turbo Boost Technology and 6 MB cache and 4 cores)
Memory and standard
4 GB DDR4-2666 SDRAM (1 x 4 GB)
Hard drive
1 TB 5400 rpm SATA
Display
39.6 cm (15.6") diagonal HD SVA anti-glare micro-edge WLED-backlit (1366 x 768)
Graphics
Discrete: NVIDIA® GeForce® MX110 (2 GB GDDR5 dedicated)
Keyboard
Full-size island-style jet black keyboard with numeric keypad
Touchpad with multi-touch gesture support","https://www.sigma-computer.com/item?id=3053&name=HP_Laptop_15-da2007ne_Core_i5-10210U-RAM_4_GB-1_TB_HDD-39.6_cm_HD_-GeForce_MX110_2G"
"MSI LAPTOP GL65 Leopard-Core™ i7 10750H-RAM 16G-512SSD-15.6 FHD 144Hz IPS-RTX 2070 8G-WIN 10","25500","25500","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=3044&name=MSI_LAPTOP_GL65_Leopard-Core™_i7_10750H-RAM_16G-512SSD-15.6_FHD_144Hz_IPS-RTX_2070_8G-WIN_10"
"HP Laptop 15-dw3046ne i5-1135G7 4 GB DDR4 256 SSD 15.6","9999","11500","Out Of Stock","no warranty","Intel Core i5-1135G7 ( 1.0 GHz base frequency and up to 3.6 GHz with Intel Turbo Boost Technology 6 MB L3 cache and 4 cores)NVIDIA® GeForce® MX350 2 GB4 GB DDR4-2666 SDRAM256 SSD15.6" HD SVA eDP anti-glare WLED-backlit and 67% sRGB and 220 cd/m² (1366 x 768)60 Hz","https://www.sigma-computer.com/item?id=3036&name=HP_Laptop_15-dw3046ne_i5-1135G7_4_GB_DDR4_256_SSD_15.6	"
"Samsung 8GB 3200MHz DDR4 PC4-25600 non-ECC Unbuffered SoDIMM OEM Laptop Memory","625","750","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=3033&name=Samsung_8GB_3200MHz_DDR4_PC4-25600_non-ECC_Unbuffered_SoDIMM_OEM_Laptop_Memory"
"HP Printer Cable USB-B To USB-A V2.0 Black 1.5M","150","65","In Stock","no warranty","Up to 5 Gbps transfers data speed for USB 3.0 devices
Connects printers and all-in-one mechine with your PC and laptops
Constructed with corrosion-resistant and gold-plated connectors for optimal signal clarity and shielding to minimize interference
Compact size is easy to carry
Country of Origin: China","https://www.sigma-computer.com/item?id=3017&name=HP_Printer_Cable_USB-B_To_USB-A_V2.0_Black_1.5M"
"AULA F2088 Wired Mechanical Gaming Keyboard-BLUE SWITCH-black","975","450","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=2971&name=AULA_F2088_Wired_Mechanical_Gaming_Keyboard-BLUE_SWITCH-black"
"AULA F2088 Wired Mechanical Gaming Keyboard-BLUE SWITCH-SILVER","350","450","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=2970&name=AULA_F2088_Wired_Mechanical_Gaming_Keyboard-BLUE_SWITCH-SILVER"
"DELL G5 15-5500 Gaming Laptop - Intel Core I5-10300H - 8GB RAM - 256GB SSD - 15.6-inch FHD – 4GB GTX 1650ti 4g-win10","14800","18500","Out Of Stock","no warranty","Processor
Intel® Core™i5-10300H Processor and 2.50 GHz (8MB Cache and up to 4.50 GHz and # of Cores: 4)
Memory
Installed Memory: 8 GB RAM DDR4-2933MHz and Dual-Channel
Display
15.6 inch FHD(1920x1080) 300nits WVA Anti-Glare LED Backlit Display(non-touch) and 120Hz refresh rate
Graphics
Video Card: NVIDIA® GeForce® GTX 1650ti  4GB GDDR6
Storage
256GB M.2 PCIe NVMe Solid State Drive","https://www.sigma-computer.com/item?id=2940&name=DELL_G5_15-5500_Gaming_Laptop_-_Intel_Core_I5-10300H_-_8GB_RAM_-_256GB_SSD_-_15.6-inch_FHD_–_4GB_GTX_1650ti_4g-win10	"
"DELL G5 15-5505 SE Gaming laptop - AMD Ryzen 5 4600h - 16GB RAM - 512GB SSD - 15.6-inch FHD -RX 5600M 6GB -win10-ky en","17000","16300","Out Of Stock","no warranty","AMD Ryzen™ 5 4600H and 3.0 GHz CPU
16GB DDR4 RAM and 512GB M.2 NVMe SSD
15.6-inch Anti-glare FHD LED-backlit Screen
AMD Radeon™ RX 5600M 6GB GDDR6
Killer™ Wi-Fi 6 AX1650 (2x2) 802.11ax and Bluetooth 5.1
1 x USB Type C and 2 x USB 2.0 and 1 x USB 3.2 and 1 x HDMI
3-Cell Battery and OS: Windows 10","https://www.sigma-computer.com/item?id=2939&name=DELL_G5_15-5505_SE_Gaming_laptop_-_AMD_Ryzen_5_4600h_-_16GB_RAM_-_512GB_SSD_-_15.6-inch_FHD_-RX_5600M_6GB_-win10-ky_en"
"HP Pavilion Gaming Laptop 15-ec1007ne AMD Ryzen™ 7 4800H-RAM 8 GB-256 GB M.2 SSD 1TB HDD-Display 15.6FHD-GTX 1650TI 4G","16300","16500","Out Of Stock","no warranty","Processor
AMD Ryzen™ 7 4800H (2.9 GHz base clock and up to 4.2 GHz max boost clock and 8 MB L3 cache and 8 cores) 6 and7 
Memory
8 GB DDR4-3200 MHz RAM (2 x 4 GB)
(2 x 4 GB)
Internal drive
256 GB PCIe® NVMe™ TLC M.2 SSD
1 TB 7200 rpm SATA HDD
Optical drive
Optical drive not included
Display
39.6 cm (15.6") diagonal and FHD (1920 x 1080) and micro-edge and anti-glare and 220 nits and 45% NTSC
 17","https://www.sigma-computer.com/item?id=2933&name=HP_Pavilion_Gaming_Laptop_15-ec1007ne_AMD_Ryzen™_7_4800H-RAM_8_GB-256_GB_M.2_SSD_1TB_HDD-Display_15.6FHD-GTX_1650TI_4G_"
"HP Pavilion Gaming Laptop 15-ec1005ne AMD Ryzen™ 7 4800H-RAM 16 GB-HD 1T 256 SSD-Display 39.6 cm (15.6 GTX 1660 Ti with Max-Q","17500","19500","Out Of Stock","no warranty","System features
Operating system
FreeDOS
Processor family
AMD Ryzen™ 7 processor
Processor
AMD Ryzen™ 7 4800H (2.9 GHz base clock and up to 4.2 GHz max boost clock and 8 MB L3 cache and 8 cores) 6 and7 
Chipset
AMD Integrated SoC
Memory
Memory
16 GB DDR4-3200 MHz RAM (2 x 8 GB)(2 x 8 GB)
Storage
Internal drive
256 GB PCIe® NVMe™ TLC M.2 SSD
1 TB 7200 rpm SATA HDD
Optical drive
Optical drive not included
Display and graphics
Display
39.6 cm (15.6") diagonal and FHD (1920 x 1080) and micro-edge and anti-glare and 220 nits and 45% NTSC
 17","https://www.sigma-computer.com/item?id=2887&name=HP_Pavilion_Gaming_Laptop_15-ec1005ne_AMD_Ryzen™_7_4800H-RAM_16_GB-HD_1T_256_SSD-Display_39.6_cm_(15.6_GTX_1660_Ti_with_Max-Q	"
"HP OMEN- 15-en0013dx-AMD Ryzen™ 7 4800H-RAM 8 GB -HD 512 GB SSD M.2-Display 144 Hz and IPS-VGA GTX1660 TI 6GB-WIN 10-ENG KEYBOARD","18950","18950","Out Of Stock","no warranty","Product number
2V926UA
Product name
OMEN Laptop - 15-en0013dx
Microprocessor
AMD Ryzen™ 7 4800H (2.9 GHz base clock and up to 4.3 GHz max boost clock and 4 MB L2 cache and 8 cores)
Memory and standard
8 GB DDR4-3200 SDRAM (2 x 4 GB)
Hard drive
512 GB PCIe® NVMe™ M.2 SSD
[16 and17]
Optical drive
Optical drive not included
Display
15.6" diagonal FHD and 144 Hz and IPS and anti-glare and micro-edge and WLED-backlit and 300 nits and 72% NTSC (1920 x 1080)
Wireless connectivity
Intel® Wi-Fi 6 AX 200 (2x2) and Bluetooth® 5 Combo (Supporting Gigabit file transfer speeds)","https://www.sigma-computer.com/item?id=2884&name=HP_OMEN-_15-en0013dx-AMD_Ryzen™_7_4800H-RAM_8_GB_-HD_512_GB_SSD_M.2-Display_144_Hz,_IPS-VGA_GTX1660_TI_6GB-WIN_10-ENG_KEYBOARD	"
"Allocacoc PowerCube -Original| and 5 outlets andGreen","49","165","Out Of Stock","no warranty","5 ADDITIONAL OUTLETS: This innovative cubic wall plug is suitable for powering a wide variety of chargers and electronic devices. This compact multi-outlet adapter extends the powering ability of your wall socket and allow you to charge multiple devices simultaneously.
WON’T BLOCK PLUGS: This mini power adapter is designed to accommodate a large range of plug sizes so you can easily power your laptop and TV and and mobile phone cable all at once! You won’t have to worry about blocking outlets with oversized plugs. The creative design of this tool makes it easy to efficiently power up to 5 devices at once!
COMPACT AND PORTABLE: a small cube for maximum space-saving at home and in your travel bag. Perfectly sized for any wall outlet in your living room and office and classroom and and bedroom. Connect up to five devices at once in all directions with this neat little cube.
MUST-HAVE OFFICE SUPPLIES: PowerCubes are an excellent tool for schools or the workplace. They’re also a nice option for RVs and small apartments with limited space. Wherever you use your PowerCube and you’ll be impressed with its versatility!
RESETTABLE FUSE AND CHILDPROOF SOCKETS","https://www.sigma-computer.com/item?id=2871&name=Allocacoc_PowerCube_-Original|,_5_outlets,Green"
"Kingston 1TB A2000 M.2 2280 Nvme Internal SSD PCIe Up to 2000MB/S with Full Security Suite SA2000M8/1000G","2000","2500","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=2860&name=Kingston_1TB_A2000_M.2_2280_Nvme_Internal_SSD_PCIe_Up_to_2000MB/S_with_Full_Security_Suite_SA2000M8/1000G"
"HP M-OMEN 15-dh1012ne 15.6-Inch FHD Display-Intel i7-10750H-16GB RAM-1TB HDD-512GB SSD-VGA RTX 2060 6GB","22500","22500","Out Of Stock","no warranty","Product name
OMEN Laptop - 15-dh1012ne
Microprocessor
Intel® Core™ i7-10750H (2.6 GHz base frequency and up to 5 GHz with Intel® Turbo Boost Technology and 12 MB L3 cache and 6 cores)
Chipset
Intel® HM470
Memory and standard
16 GB DDR4
Video graphics
NVIDIA® GeForce RTX™ 2060 (6 GB GDDR6 dedicated)
Hard drive
512 GB PCIe® NVMe™ M.2 SSD
1 TB 7200 rpm SATA HDD","https://www.sigma-computer.com/item?id=2850&name=HP_M-OMEN_15-dh1012ne_15.6-Inch_FHD_Display-Intel_i7-10750H-16GB_RAM-1TB_HDD-512GB_SSD-VGA_RTX_2060_6GB	"
"HP OMEN 15-dh1070wm-INTEL I7-10750H-RAM 16G-HD 1T-SSD 256G-VGA GTX 1660TI 6G-WIN 10","19500","19300","Out Of Stock","no warranty","Product name
OMEN by HP Laptop 15-dh1070wm
Microprocessor
Intel® Core™ i7-10750H (2.6 GHz base frequency and up to 5.0 GHz with Intel® Turbo Boost Technology and 12 MB L3 cache and 6 cores)
Chipset
Intel® HM470
Memory and standard
16GB
Video graphics
Intel® UHD Graphics
Integrated
Hard drive
256 GB PCIe® NVMe™ M.2 SSD
Optical drive
Optical drive not included
Display
15.6" diagonal and FHD (1920 x 1080) and IPS and micro-edge and anti-glare and 300 nits and 72% NTSC","https://www.sigma-computer.com/item?id=2849&name=HP_OMEN_15-dh1070wm-INTEL_I7-10750H-RAM_16G-HD_1T-SSD_256G-VGA_GTX_1660TI_6G-WIN_10	"
"HP Pavilion Gaming Laptop - 15-dk1009ne CORE I5 10300H-RAM 8G-HD1T-256SSD-GTX1650ti 4g","13300","13300","Out Of Stock","no warranty","Product name
HP Pavilion Gaming Laptop - 15-dk1009ne
Microprocessor
Intel® Core™ i5-10300H (2.5 GHz base frequency and up to 4.5 GHz with Intel® Turbo Boost Technology and 8 MB L3 cache and 4 cores)
Chipset
Intel® HM470
Memory and standard
8 GB DDR4-2933 SDRAM (1 x 8 GB)
Video graphics
NVIDIA® GeForce® GTX 1650 Ti (4 GB GDDR6 dedicated)
Hard drive
256 GB PCIe® NVMe™ M.2 SSD
1 TB 7200 rpm SATA
Optical drive
Optical drive not included
Display
39.6 cm (15.6") diagonal FHD IPS anti-glare micro-edge WLED-backlit and 250 nits and 45% NTSC (1920 x 1080)","https://www.sigma-computer.com/item?id=2830&name=HP_Pavilion_Gaming_Laptop_-_15-dk1009ne_CORE_I5_10300H-RAM_8G-HD1T-256SSD-GTX1650ti_4g	"
"Redragon M601 Centrophorus RGB Gaming Mouse Backlit Wired Ergonomic 7 Button Programmable Mouse with Macro Recording 7200 DPI","745","800","In Stock","no warranty","Wired Gaming Mouse with Side Buttons
The Redragon M601 RGB “Centrophorus” is a durable gaming Mouse which delivers up to 7200 DPI (user adjustable 800/1200/1600/2400/7200 DPI) and 4000 FPS. The High-Precision Sensor delivers Pinpoint Accuracy while Micro Switches ensure longevity and greater durability and extreme responsiveness during PC Gaming or Computer editing work.RGB Backlit Programmable PC Gaming Mouse
With 11 Lighting Effects (Backlight can be disabled) and 6 user programmable buttons and 2 Side Buttons and 3 Memory Profiles with Macro Recording and The Redragon M601 RGB Gaming Mouse offers you many personalization options for your Gaming Computer or Gaming Laptop.Ergonomic Gamer Mouse
Delivering an extremely comfortable and precise experience for Computer Games. The ergonomic shape of the Redragon M601 RGB Gaming Mouse offers comfort and fits naturally in your hand while the buttons are tuned to reduce click fatigue.High-End PC MMO Gaming Mouse Features
The Redragon M601 RGB Mouse features; Weight Tuning Set and Anti-Skid Scroll Wheel and Durable smooth TEFLON feet pads for ultimate gaming control. 6 programmable buttons. Total 7 buttons. Comes with 6 foot and 3mm strong high-speed braided fiber cable and a gold-plated corrosion free USB connector for a reliable connection.","https://www.sigma-computer.com/item?id=2813&name=Redragon_M601_Centrophorus_RGB_Gaming_Mouse_Backlit_Wired_Ergonomic_7_Button_Programmable_Mouse_with_Macro_Recording_7200_DPI"
"ONIKUMA K10-RGB-GAMING HEADSET","350","385","Out Of Stock","no warranty","Perfect sound:
The high precision 50mm drivers of the K10 bring you vivid and clear sound and bringing to life shots and explosions as they whizz by you in game.
Designed for comfort:
Ergonomically designed and with super soft over the ear pads and the K10 are some of the comfiest headphones we've ever made and ensuring your absolute comfort after long gaming sessions.
Durable and noise reduction microphone:
The awesome in built mic is super flexible and so you never have to worry about pop while chatting to your friends. And with the multi-function in line remote you can keep your eyes on the prize and access your sound or mic settings for extra functionality.
Superior compatibility:
Compatibility ahoy! Fitting pretty much every device with a 3.5mm headphone/microphone port and it'll work with your awesome gaming rig and laptops and ps4 and the new X-Box one and your mobile phone and Mac OS and iOS and and moreeeee! 
Feel free to contact us if you ever have any problems via our handy contact page.","https://www.sigma-computer.com/item?id=2787&name=ONIKUMA_K10-RGB-GAMING_HEADSET"
"REDRAGON SNIPER PRO GAMING MOUSE M801P-RGB","700","750","Out Of Stock","no warranty","PROFESSIONAL GRADE WIRED / WIRELESS GAMING MOUSE; featuring ultra-fast lag free wired or wireless connection. The rechargeable mouse features a battery life up to 35 hours (RGB LED on) up to 70 hours (RGB LED off) on a single charge. Pro Gaming features with 16000 user adjustable DPI and 40G acceleration. The High-Precision Sensor delivers Pinpoint Accuracy and extreme responsiveness during PC Gaming or Computer editing
RGB BACKLIT PROGRAMMABLE PC GAMING MOUSE; with 8 Lighting Effects and 10 Brightness Levels and Breathing Modes and (Backlight can be disabled) and 9 user programmable buttons and 2 Side Buttons and Rapid Fire Button and 5 Memory Profiles with Macro Recording
ERGONOMIC GAMER MOUSE; Delivering an extremely comfortable and precise experience for Computer Games.
MMO GAMING MOUSE FEATURES; The Redragon M801P RGB Mouse features; Set Anti-Skid Scroll Wheel and Durable smooth TEFLON feet pads for ultimate gaming control. 9 programmable buttons. Comes with detachable 6 foot and 3mm strong high-speed braided fiber USB-C cable
PC GAMING MOUSE COMPATIBILITY: Windows 10 and Windows 8 and Windows 7 and Windows Vista and or Windows XP and Limited Mac OS support Works well with all major Gaming Computers Brands and Gaming Laptops.","https://www.sigma-computer.com/item?id=2738&name=REDRAGON_SNIPER_PRO_GAMING_MOUSE_M801P-RGB"
