name,newprice,oldprice,stock,warranty,data,productlink
"ONIKUMA CW902 Wired Gaming Mouse With Colorful","275","325","Out Of Stock","no warranty","【Built for Gaming PC and Laptop】Excellent gaming performance with 6400 DPI and programmable gaming mice and default six DPI levels available from 800/1600/2400/3200/4800/6400 DPI. With the two DPI buttons and  you can easily adjust the dpi to get high accuracy and consistent responsiveness at any speed.
【RGB BACKLIT PROGRAMMABLE PC GAMING MOUSE】6 Memory Setting each with a distinct LED color combination for quick identification of the DPI level. Moreover and the mice adopt a high-definition optical gaming sensor and ensuring the fastest switch feedback for different games.
【All mouse buttons are programmable】7 mouse buttons can be easily programmed by our gaming software and allowing button remapping and assignment of complex macro functions. Meet users' demands for different games. Compatible with Windows Windows 8 and Windows 7 and Windows XP and Vista and Linux and etc. ( Note: no programming function for Mac system).
【LIGHTWEIGHT AND Ergonomic design】FVF gaming mouse provide a comfortable design to fit naturally in your hand and support multiple grip styles. The surface features a fine-textured finish and allowing computer game players to keep their grip firmly during gameplay. Top choice for your better gaming performance.
يرجى ملاحظة أن هذا الماوس لا يدعم سوفت وير","https://www.sigma-computer.com/item?id=5081&name=ONIKUMA_CW902_Wired_Gaming_Mouse_With_Colorful"
"Laptop Asus TUF Dash F15 FX517ZR - intel core i7-12650H - NVIDIA GeForce RTX 3070 8GB - 16GB DDR5 4800MHz - 512GB NVMe SSD - 15.6 FHD IPS 144HZ - Windows 11","62999","55999","Out Of Stock","no warranty","Processor: Intel Core i7-12650H
RAM :  16GB
Storage: 512GB M.2 NVMe™ PCIe® 3.0 SSD
Graphics: NVIDIA® GeForce RTX™3070 (8GB) GDDR6 Graphics Card
Display : 15.6" 144Hz
Keyboard :Backlight Chiclet Keyboard
Operating System: Windows 11 Home","https://www.sigma-computer.com/item?id=5072&name=Laptop_Asus_TUF_Dash_F15_FX517ZR_-_intel_core_i7-12650H_-_NVIDIA_GeForce_RTX_3070_8GB_-_16GB_DDR5_4800MHz_-_512GB_NVMe_SSD_-_15.6_FHD_IPS_144HZ_-_Windows_11"
"ASUS TUF Gaming F15 FX506HC-HN002W Core i5 11400H and 8GB RAM 512GB SSD andDisplay 15.6 FHD 144HZ Nvidia Geforce RTX 3050 4GB andWIN 11","27999","29999","Out Of Stock","no warranty","Processor: Intel® Core™ i5-11400H Processor
Memory: 8GB DDR4-3200
Storage: 512GB M.2 NVMe™ PCIe® 3.0 SSD
Graphics: NVIDIA® GeForce RTX™ 3050 Laptop GPU and 4GB GDDR6
Keyboard: Backlit Chiclet Keyboard 1-Zone RGB andarabic
Operating System: Windows 11 Home
Color: Grey","https://www.sigma-computer.com/item?id=5071&name=ASUS_TUF_Gaming_F15_FX506HC-HN002W_Core_i5_11400H,_8GB_RAM_512GB_SSD,Display_15.6_FHD_144HZ_Nvidia_Geforce_RTX_3050_4GB,WIN_11"
"Laptop HP 250 G7 - Intel Celeron N4020 - Intel UHD Graphics - 4GB DDR4 2666MHz - 1TB SATA HDD - 15.6 HD - FreeDOS","7999","10000","Out Of Stock","no warranty","Processor
Intel Celeron N4020
Graphics
Intel UHD Graphics
Memory
4GB RAM
storage
1TB HDD
Display
15.6 HD","https://www.sigma-computer.com/item?id=5065&name=Laptop_HP_250_G7_-_Intel_Celeron_N4020_-_Intel_UHD_Graphics_-_4GB_DDR4_2666MHz_-_1TB_SATA_HDD_-_15.6_HD_-_FreeDOS"
"Laptop Dell G15 5515 - AMD Ryzen 5 5600H - NVIDIA GeForce RTX 3050 4GB - 8GB DDR4 3200MHz - 512GB NVMe SSD - 15.6 FHD 120HZ - Windows 11","35499","45000","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=4999&name=Laptop_Dell_G15_5515_-_AMD_Ryzen_5_5600H_-_NVIDIA_GeForce_RTX_3050_4GB_-_8GB_DDR4_3200MHz_-_512GB_NVMe_SSD_-_15.6_FHD_120HZ_-_Windows_11"
"NOTEBOOK-HP-Victus 16-d1014ne-I7-12700H(14C/20T)-RAM 16G(2*8)DDR5-SSD 1T-RTX3050TI 4G-16.1-FHD-IPS-144HZ-(70Whr)-(200W)-(2.46kg)-DOS-Blue-ARB","37200","42999","Out Of Stock","no warranty","Processor
Intel® Core™ i7-12700H (up to 4.7 GHz with Intel® Turbo Boost Technology and 24 MB L3 cache and 14 cores and 20 threads) 1 2 
Graphics
NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU (4 GB GDDR6 dedicated)
Memory
16GB DDR5-4800 MHz RAM (2 x 8 GB)
Storage
1 TB PCIe® NVMe™ TLC M.2 SSD
Display
40.9 cm (16.1") diagonal and FHD (1920 x 1080) and 144 Hz and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC 3 4 5
Battery type
4-cell and 70 Wh Li-ion polymer ( 7)","https://www.sigma-computer.com/item?id=4988&name=NOTEBOOK-HP-Victus_16-d1014ne-I7-12700H(14C/20T)-RAM_16G(2*8)DDR5-SSD_1T-RTX3050TI_4G-16.1-FHD-IPS-144HZ-(70Whr)-(200W)-(2.46kg)-DOS-Blue-ARB"
"NOTEBOOK-HP-CI5-Victus 16-e1015ne-R7-6800H(8C/16T)-RAM 16G(2*8)DDR5-SSD 512G-RTX3050TI 4G-16.1-FHD-IPS-144HZ-(70Whr)-(200W)-(2.4kg)-DOS-BlACK-ARB","33999","39999","Out Of Stock","no warranty","HP Victus 16-e1015ne gaming-AMD Ryzen™ 7 6800H-GeForce RTX™ 3050 TI 4GB-16GB DDR5-4800 MHz-512GB PCIe® NVMe-16.1" FHD IPS 144Hz
Processor
AMD Ryzen™ 7 6800H (up to 4.7 GHz max boost clock and 16 MB L3 cache and 8 cores and 16 threads) 1 2 
Graphics
NVIDIA® GeForce RTX™ 3050 TI Laptop GPU (4 GB GDDR6 dedicated)
Memory
16GB DDR5-4800 MHz RAM (2 x 8 GB)
Storage
512GB PCIe® NVMe™ TLC M.2 SSD
Display
40.9 cm (16.1") diagonal and FHD (1920 x 1080) and 144 Hz and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC 3","https://www.sigma-computer.com/item?id=4976&name=NOTEBOOK-HP-CI5-Victus_16-e1015ne-R7-6800H(8C/16T)-RAM_16G(2*8)DDR5-SSD_512G-RTX3050TI_4G-16.1-FHD-IPS-144HZ-(70Whr)-(200W)-(2.4kg)-DOS-BlACK-ARB"
"NOTEBOOK-HP-Victus 16-e1014ne-R7-6800H(8C/16T)-RAM 16G(2*8)DDR5-SSD 512G-RTX3050TI 4G-16.1-FHD-IPS-144HZ-(70Whr)-(200W)-(2.4kg)-DOS-Blue-ARB","34699","40999","Out Of Stock","no warranty","Processor
AMD Ryzen™ 7 6800H (up to 4.7 GHz max boost clock and 16 MB L3 cache and 8 cores and 16 threads) 1 2 
Graphics
NVIDIA® GeForce RTX™ 3050 TI Laptop GPU (4 GB GDDR6 dedicated)
Memory
16GB DDR5-4800 MHz RAM (2 x 8 GB)
Storage
512GB PCIe® NVMe™ TLC M.2 SSD
Display
40.9 cm (16.1") diagonal and FHD (1920 x 1080) and 144 Hz and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC 3","https://www.sigma-computer.com/item?id=4975&name=NOTEBOOK-HP-Victus_16-e1014ne-R7-6800H(8C/16T)-RAM_16G(2*8)DDR5-SSD_512G-RTX3050TI_4G-16.1-FHD-IPS-144HZ-(70Whr)-(200W)-(2.4kg)-DOS-Blue-ARB"
"Laptop HP Victus 16 e1013ne - AMD Ryzen 7 6800H - NVIDIA GeForce RTX 3050 4GB - 16GB DDR5 4800MHz - 512GB NVMe SSD - 16.1 FHD IPS 144Hz","39499","52000","In Stock","ضمـــــــان سنــــــة","Processor: AMD Ryzen™ 7 6800H (up to 4.7 GHz and 8 cores and 16 threads)Graphics: NVIDIA GeForce RTX 3050 Laptop GPU (4 GB GDDR6)Memory: 16 GB DDR5-4800 MHz RAM (2 x 8 GB)Storage: 512 GB PCIe NVMe TLC M.2 SSDDisplay: 16.1" FHD (1920 x 1080) and 144 Hz and IPS and anti-glare and 250 nits and 45% NTSC","https://www.sigma-computer.com/item?id=4974&name=Laptop_HP_Victus_16_e1013ne_-_AMD_Ryzen_7_6800H_-_NVIDIA_GeForce_RTX_3050_4GB_-_16GB_DDR5_4800MHz_-_512GB_NVMe_SSD_-_16.1_FHD_IPS_144Hz"
"Laptop HP Victus 16 e1012ne - AMD Ryzen 7 6800H - NVIDIA GeForce RTX 3050 4GB - 16GB DDR5 4800MHz - 512GB NVMe SSD - 16.1 FHD IPS 144Hz","39499","55999","In Stock","ضمـــــــان سنــــــة","Processor: AMD Ryzen™ 7 6800H (up to 4.7 GHz and 8 cores and 16 threads)GPU: NVIDIA® GeForce RTX™ 3050 (4 GB GDDR6)RAM: 16 GB DDR5-4800 MHz (2 x 8 GB)Storage: 512 GB PCIe® NVMe™ SSDDisplay: 16.1" FHD (1920 x 1080) and 144 Hz and IPSBattery: 70 Wh and up to 9 hours and 50% charge in 30 minsConnectivity: Wi-Fi 6 and Bluetooth® 5.2 and Ethernet LANPorts: USB-C and 3x USB-A and HDMI 2.1 and RJ-45 and SD card readerKeyboard: Full-size and backlit with numeric keypadAudio: B&O Dual Speakers and HP Audio Boost","https://www.sigma-computer.com/item?id=4973&name=Laptop_HP_Victus_16_e1012ne_-_AMD_Ryzen_7_6800H_-_NVIDIA_GeForce_RTX_3050_4GB_-_16GB_DDR5_4800MHz_-_512GB_NVMe_SSD_-_16.1_FHD_IPS_144Hz"
"Laptop HP Victus 16 e1011ne - AMD Ryzen 7 6800H - NVIDIA GeForce RTX 3050 4GB - 16GB DDR5 4800MHz - 512GB NVMe SSD - 16.1 FHD IPS 144Hz","39499","43999","In Stock","ضمـــــان سنـــــــــة","AMD Ryzen™ 7 6800H8 cores and 16 threads
Max boost clock: 4.7 GHz
16 MB L3 cache8 cores and 16 threadsMax boost clock: 4.7 GHz16 MB L3 cacheNVIDIA® GeForce RTX™ 3050 Laptop GPU4 GB GDDR6 dedicated4 GB GDDR6 dedicated16GB DDR5-4800 MHz RAM (2 x 8 GB)512GB PCIe® NVMe™ TLC M.2 SSD40.9 cm (16.1") diagonalFHD (1920 x 1080)144 Hz refresh rateIPS and micro-edge and anti-glare250 nits brightness45% NTSC color gamut","https://www.sigma-computer.com/item?id=4972&name=Laptop_HP_Victus_16_e1011ne_-_AMD_Ryzen_7_6800H_-_NVIDIA_GeForce_RTX_3050_4GB_-_16GB_DDR5_4800MHz_-_512GB_NVMe_SSD_-_16.1_FHD_IPS_144Hz"
"NOTEBOOK-HP-Victus 16-e1004ne-R5-6600H(6C/12T)-RAM 16G(2*8)DDR5-SSD 512G-RTX3050 4G-16.1-FHD-IPS-60HZ-(70Whr)-(200W)-(2.4kg)-DOS-WHITE-ARB","28499","32999","Out Of Stock","no warranty","Processor
AMD Ryzen™ 5 6600H (up to 4.5 GHz max boost clock and 16 MB L3 cache and 6 cores and 12 threads) 1 2 
Graphics
NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated)
Memory
16 GB DDR5-4800 MHz RAM (2 x 8 GB)
Storage
512 GB PCIe® NVMe™ TLC M.2 SSD
Display
40.9 cm (16.1") diagonal and FHD (1920 x 1080) and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC 3","https://www.sigma-computer.com/item?id=4970&name=NOTEBOOK-HP-Victus_16-e1004ne-R5-6600H(6C/12T)-RAM_16G(2*8)DDR5-SSD_512G-RTX3050_4G-16.1-FHD-IPS-60HZ-(70Whr)-(200W)-(2.4kg)-DOS-WHITE-ARB"
"NOTEBOOK-HP-Victus 16-e1003ne-R5-6600H(6C/12T)-RAM 16G(2*8)DDR5-SSD 512G-RTX3050 4G-16.1-FHD-IPS-60HZ-(70Whr)-(200W)-(2.4kg)-DOS-BLACK-ARB","28499","32999","Out Of Stock","no warranty","Processor
AMD Ryzen™ 5 6600H (up to 4.5 GHz max boost clock and 16 MB L3 cache and 6 cores and 12 threads) 1 2 
Graphics
NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated)
Memory
16 GB DDR5-4800 MHz RAM (2 x 8 GB)
Storage
512 GB PCIe® NVMe™ TLC M.2 SSD
Display
40.9 cm (16.1") diagonal and FHD (1920 x 1080) and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC 3","https://www.sigma-computer.com/item?id=4969&name=NOTEBOOK-HP-Victus_16-e1003ne-R5-6600H(6C/12T)-RAM_16G(2*8)DDR5-SSD_512G-RTX3050_4G-16.1-FHD-IPS-60HZ-(70Whr)-(200W)-(2.4kg)-DOS-BLACK-ARB"
"NOTEBOOK-HP-Victus 16-e1000ne-R5-6600H(6C/12T)-RAM 16G(2*8)DDR5-SSD 512G-RTX3050 4G-16.1-FHD-IPS-60HZ-(70Whr)-(200W)-(2.4kg)-DOS-BLUE-ARB","27999","32999","Out Of Stock","no warranty","Processor
AMD Ryzen™ 5 6600H (up to 4.5 GHz max boost clock and 16 MB L3 cache and 6 cores and 12 threads) 1 2 
Graphics
NVIDIA® GeForce RTX™ 3050 Laptop GPU (4 GB GDDR6 dedicated)
Memory
16 GB DDR5-4800 MHz RAM (2 x 8 GB)
Storage
512 GB PCIe® NVMe™ TLC M.2 SSD
Display
40.9 cm (16.1") diagonal and FHD (1920 x 1080) and IPS and micro-edge and anti-glare and 250 nits and 45% NTSC 3","https://www.sigma-computer.com/item?id=4967&name=NOTEBOOK-HP-Victus_16-e1000ne-R5-6600H(6C/12T)-RAM_16G(2*8)DDR5-SSD_512G-RTX3050_4G-16.1-FHD-IPS-60HZ-(70Whr)-(200W)-(2.4kg)-DOS-BLUE-ARB"
"Laptop HP Victus 15 fb0028nr - AMD Ryzen 7 5800H - NVIDIA GeForce RTX 3050TI 4GB - 16GB DDR4 3200MHz - 512GB NVMe SSD - 15.6 FHD IPS 144Hz","39999","58999","In Stock","ضمــــــــان سنــــــة","ضمــــــــان سنــــــةProcessor
AMD Ryzen 7 5800H
Graphics
NVIDIA GeForce RTX 3050 Ti 4GB
Memory
16 GB DDR4 3200 MHz 2 x 8 GB
Storage
512 GB SSD
Display
15.6″FHD (1920×1080) 144 Hz sRGB 60% 250 nits
Operating System
Windows 11","https://www.sigma-computer.com/item?id=4966&name=Laptop_HP_Victus_15_fb0028nr_-_AMD_Ryzen_7_5800H_-_NVIDIA_GeForce_RTX_3050TI_4GB_-_16GB_DDR4_3200MHz_-_512GB_NVMe_SSD_-_15.6_FHD_IPS_144Hz"
"Laptop HP 245 G7 2D8C6PA - AMD Ryzen 3 3300U - AMD RADEON VEGA 6 GRAPHICS - 4GB DDR4 ‎2400MHz - 1TB SATA HDD - 14 inch HD - WINDOWS 10","12999","15999","Out Of Stock","no warranty","Product number 2D8C6PA
processor
AMD RYZEN 3-3300U
graphics
AMD RADEON VEGA 6 GRAPHICS
Memory
4GB DDR4
Hard drive
1TB 5400 rpm SATA HDD
Display
14.0 inch HD
Operating System
Windows 10","https://www.sigma-computer.com/item?id=4959&name=Laptop_HP_245_G7_2D8C6PA_-_AMD_Ryzen_3_3300U_-_AMD_RADEON_VEGA_6_GRAPHICS_-_4GB_DDR4_‎2400MHz_-_1TB_SATA_HDD_-_14_inch_HD_-_WINDOWS_10"
"Laptop HP 15 GW0054nia - AMD Ryzen 3 3250U - AMD Radeon Graphics - 4GB DDR4 ‎2400MHz - 1TB SATA HDD - 15.6 inch HD","15299","14999","In Stock","ضمـــــان سنـــــــــة","ضمـــــان سنـــــــــةprocessor
AMD Ryzen™ 3 3250U (2.6 GHz base clock and up to 3.5 GHz max boost clock and 4 MB L3 cache and 2 cores and 4 threads)
graphics
AMD Radeon™ Graphics
Memory
4 GB DDR4
Hard drive
1 TB 5400 rpm SATA HDD
Display
39.6 cm (15.6") diagonal and HD (1366 x 768) and micro-edge and anti-glare and 220 nits and 45% NTSC","https://www.sigma-computer.com/item?id=4958&name=Laptop_HP_15_GW0054nia_-_AMD_Ryzen_3_3250U_-_AMD_Radeon_Graphics_-_4GB_DDR4_‎2400MHz_-_1TB_SATA_HDD_-_15.6_inch_HD"
"ASUS TUF Gaming-F15-FX507ZM-HQ013W-Core™ i7-12700H-GeForce RTX™ 3060 6GB-16GB DDR5-4800-1TB PCIe® 3.0 NVMe-15.6-inch and WQHD 165Hz-Windows 11","42999","45999","Out Of Stock","no warranty","Processor
12th Gen Intel® Core™ i7-12700H Processor 2.3 GHz (24M Cache and up to 4.7 GHz and 14 cores: 6 P-cores and 8 E-cores)
Graphics
NVIDIA® GeForce RTX™ 3060 Laptop GPU and 1752MHz* at 140W (1702MHz Boost Clock+50MHz OC and 115W+25W Dynamic Boost) and 6GB GDDR6
Memory
16GB DDR5-4800 SO-DIMM  and Max Capacity:32GB
Storage
1TB PCIe® 3.0 NVMe™ M.2 SSD
Display
15.6-inch and WQHD (2560 x 1440) 16:9 and Anti-glare display and DCI-P3:100% and Refresh Rate:165Hz and IPS-level and Adaptive-Sync and MUX Switch + Optimus
Operating System
Windows 11 Home","https://www.sigma-computer.com/item?id=4952&name=ASUS_TUF_Gaming-F15-FX507ZM-HQ013W-Core™_i7-12700H-GeForce_RTX™_3060_6GB-16GB_DDR5-4800-1TB_PCIe®_3.0_NVMe-15.6-inch,_WQHD_165Hz-Windows_11"
"Asus Vivobook Pro 15 K3500PC-OLED007W Intel Core I7-11370H 1TB SSD 16GB Ram Nvidia GeForce RTX 3050 4GB 15.6","30999","36999","Out Of Stock","no warranty","Processor
Intel® Core™ i7-11370H Processor 3.3 GHz (12M Cache and up to 4.8 GHz and 4 cores)
Graphics
Intel® Iris Xe Graphics and NVIDIA® GeForce® RTX™ 3050 Laptop GPU and Boost up to 1057.5MHz at 35W (50W with Dynamic Boost) NVIDIA Max-Q technology for peak performance and efficiency and 4GB GDDR6
Display
15.6-inch and FHD (1920 x 1080) 16:9 aspect ratio and 0.2ms response time and 400nits and 600nits peak brightness and 100% DCI-P3 color gamut and PANTONE Validated and Glossy display and Screen-to-body ratio: 84 ％
Memory
16GB DDR4 on board and Memory Max Up to:16GB
Operating System
Windows 11","https://www.sigma-computer.com/item?id=4944&name=Asus_Vivobook_Pro_15_K3500PC-OLED007W_Intel_Core_I7-11370H_1TB_SSD_16GB_Ram_Nvidia_GeForce_RTX_3050_4GB_15.6"
"Laptop Lenovo IdeaPad 3 15ALC6 82KU00WCAK - AMD Ryzen 7 5700U - AMD Radeon Graphics - 8GB DDR4 3200MHz - 1TB SATA HDD - 15.6 FHD","19499","23999","In Stock","ضمـــــــــان سنــــة","ضمـــــــــان سنــــةProcessor
AMD Ryzen 7 5700U (8C / 16T and 1.8 / 4.3GHz and 4MB L2 / 8MB L3)
Graphics
Integrated AMD Radeon Graphics
Memory
4GB Soldered DDR4-3200 + 4GB SO-DIMM DDR4-3200
Storage
1TB HDD 5400rpm 2.5"
Display
15.6" FHD (1920x1080) TN 250nits Anti-glare
Keyboard
Non-backlit and English (UK)
Case Color
Arctic Grey","https://www.sigma-computer.com/item?id=4940&name=Laptop_Lenovo_IdeaPad_3_15ALC6_82KU00WCAK_-_AMD_Ryzen_7_5700U_-_AMD_Radeon_Graphics_-_8GB_DDR4_3200MHz_-_1TB_SATA_HDD_-_15.6_FHD"
"Laptop Lenovo V15 G2 82KD001EAK - AMD Ryzen 5 5500U - AMD Radeon Graphics - 8GB DDR4 3200MHz - 1TB SATA HDD - 15.6 FHD","19799","25555","In Stock","ضمـــــــــان سنــــة","","https://www.sigma-computer.com/item?id=4938&name=Laptop_Lenovo_V15_G2_82KD001EAK_-_AMD_Ryzen_5_5500U_-_AMD_Radeon_Graphics_-_8GB_DDR4_3200MHz_-_1TB_SATA_HDD_-_15.6_FHD"
"ASUS TUF Dash F15 FX517ZC-HN051W Intel Core I5-12450H 512GB SSD 8GB Ram Nvidia GeForce RTX 3050 4GB 15.6'' Inch FHD Win.11","25999","32999","Out Of Stock","no warranty","Processor
12th Gen Intel® Core™ i5-12450H Processor 2 GHz (12M Cache and up to 4.4 GHz and 8 cores: 4 P-cores and 4 E-cores)
Graphics
NVIDIA® GeForce RTX™ 3050 Laptop GPU and 1550MHz* at 75W (1500MHz Boost Clock+50MHz OC and 60W+15W Dynamic Boost) and 4GB GDDR6
Display
15.6 inch FHD 144Hz and IPS-level and Adaptive-Sync and MUX Switch + Optimus
Memory
8GB DDR5-4800 SO-DIMM and Max Capacity:32GB and Support dual channel memory
Storage
512GB M.2 NVMe™ PCIe® 3.0 SSD
Operating System
Windows 11 Home","https://www.sigma-computer.com/item?id=4937&name=ASUS_TUF_Dash_F15_FX517ZC-HN051W_Intel_Core_I5-12450H_512GB_SSD_8GB_Ram_Nvidia_GeForce_RTX_3050_4GB_15.6''_Inch_FHD_Win.11"
"ASUS TUF Dash F15 FX517ZE-HN040W Intel Core I7-12650H 512GB SSD 16GB Ram Nvidia GeForce RTX 3050 Ti 4GB 15.6'' Inch FHD Win.11","31999","39999","Out Of Stock","no warranty","Processor
12th Gen Intel® Core™ i7-12650H Processor 2.3 GHz (24M Cache and up to 4.7 GHz and 10 cores: 6 P-cores and 4 E-cores)
Graphics
NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU and 1535MHz* at 75W (1485MHz Boost Clock+50MHz OC and 60W+15W Dynamic Boost) and 4GB GDDR6
Memory
16GB DDR5-4800 SO-DIMM and Max Capacity:32GB and Support dual channel memory
Storage
512GB M.2 NVMe™ PCIe® 3.0 SSD
Display
15.6-inch and FHD (1920 x 1080) 16:9 and anti-glare display and sRGB:62.5% and Adobe:47.34% and Refresh Rate:144Hz and Value IPS-level and Adaptive-Sync and MUX Switch + Optimus
Operating System
Windows 11 Home","https://www.sigma-computer.com/item?id=4935&name=ASUS_TUF_Dash_F15_FX517ZE-HN040W_Intel_Core_I7-12650H_512GB_SSD_16GB_Ram_Nvidia_GeForce_RTX_3050_Ti_4GB_15.6''_Inch_FHD_Win.11"
"Laptop Lenovo IdeaPad 5 15ITL05 82FG00WMED - Intel Core i7 1165G7 - NVIDIA GeForce MX450 2GB - 8GB DDR4 3200MHz - 512GB NVMe SSD - 15.6 FHD IPS","27499","46000","Out Of Stock","no warranty","Intel Core i7-1165G7 (4C / 8T and 2.8 / 4.7GHz and 12MB)
NVIDIA GeForce MX450 2GB GDDR6
8GB Soldered DDR4-3200
512GB SSD M.2 2280 PCIe 3.0x4 NVMe
15.6" FHD (1920x1080) IPS 300nits Anti-glare
Keyboard Non-backlit and Arabic
Case Color Graphite Grey","https://www.sigma-computer.com/item?id=4934&name=Laptop_Lenovo_IdeaPad_5_15ITL05_82FG00WMED_-_Intel_Core_i7_1165G7_-_NVIDIA_GeForce_MX450_2GB_-_8GB_DDR4_3200MHz_-_512GB_NVMe_SSD_-_15.6_FHD_IPS"
"Laptop Lenovo IdeaPad Gaming 3 15IAH7 82S900VVAX - Intel Core i7 12650H - NVIDIA GeForce RTX 3060 6GB - 16GB DDR4 3200MHz - 512GB NVMe SSD - 15.6 FHD IPS 165Hz","45999","56999","In Stock","ضمـــــــــان سنــــة","","https://www.sigma-computer.com/item?id=4928&name=Laptop_Lenovo_IdeaPad_Gaming_3_15IAH7_82S900VVAX_-_Intel_Core_i7_12650H_-_NVIDIA_GeForce_RTX_3060_6GB_-_16GB_DDR4_3200MHz_-_512GB_NVMe_SSD_-_15.6_FHD_IPS_165Hz"
"ASUS ROG Strix G15 G513RC-HN088W AMD Ryzen 7 6800H 512GB SSD 16GB Ram Nvidia GeForce RTX 3050 4GB 15.6'' Inch FHD Win.11","51450","50000","Out Of Stock","no warranty","Processor
AMD Ryzen™ 7 6800H Mobile Processor (8-core/16-thread and 20MB cache and up to 4.7 GHz max boost)
Graphics
NVIDIA® GeForce RTX™ 3050 Laptop GPU
ROG Boost: 1550MHz* at 95W (1500MHz Boost Clock+50MHz OC and 80W+15W Dynamic Boost)
4GB GDDR6
Memory
16 GB DDR5
8GB DDR5-4800 SO-DIMM x 2
Max Capacity:
32GB
Support dual channel memory
Storage
Storage
512GB PCIe® 4.0 NVMe™ M.2 SSD
Display
15.6-inch with 250 Nits
FHD (1920 x 1080) 16:9
anti-glare display
sRGB:
62.5%
Adobe:
47.34%
Refresh Rate:
144Hz
IPS-level
MUX Switch + Optimus
MUX Switch + Optimus
Operating System
Windows 11 Home","https://www.sigma-computer.com/item?id=4927&name=ASUS_ROG_Strix_G15_G513RC-HN088W_AMD_Ryzen_7_6800H_512GB_SSD_16GB_Ram_Nvidia_GeForce_RTX_3050_4GB_15.6''_Inch_FHD_Win.11"
"Laptop Lenovo Legion 5 15ACH6H 82JU00B1AX - AMD Ryzen 5 5600H - NVIDIA GeForce RTX 3060 6GB - 16GB DDR4 3200MHz - 1TB NVMe SSD - 15.6 FHD IPS 165Hz","45999","64999","Out Of Stock","no warranty","","https://www.sigma-computer.com/item?id=4926&name=Laptop_Lenovo_Legion_5_15ACH6H_82JU00B1AX_-_AMD_Ryzen_5_5600H_-_NVIDIA_GeForce_RTX_3060_6GB_-_16GB_DDR4_3200MHz_-_1TB_NVMe_SSD_-_15.6_FHD_IPS_165Hz"
"ASUS ROG Strix G15 G513RM-HF284W AMD Ryzen 7 6800H 512GB SSD 16GB Ram Nvidia GeForce RTX 3060 6GB 15.6' Inch FHD Win.11","42200","46999","Out Of Stock","no warranty","Processor
AMD Ryzen™ 7 6800H Mobile Processor (8-core/16-thread and 20MB cache and up to 4.7 GHz max boost)
 Graphics
NVIDIA® GeForce RTX™ 3060 Laptop GPU
ROG Boost: 1752MHz* at 140W (1702MHz Boost Clock+50MHz OC and 115W+25W Dynamic Boost)
6GB GDDR5
 Display
15.6-inch with 200 Nits
FHD (1920 x 1080) 16:9
anti-glare display
sRGB:
100.00%
Adobe:
75.35%
Refresh Rate:
300Hz
Response Time:
3ms
IPS-level
MUX Switch + Optimus
Support Dolby Vision HDR :
Yes
 Memory
16 GB DDR4
8GB DDR5-4800 SO-DIMM x 2
Max Capacity:
32GB
Support dual channel memory
 Storage
512GB PCIe® 4.0 NVMe™ M.2 SSD
Operating System
Windows 11 Home","https://www.sigma-computer.com/item?id=4925&name=ASUS_ROG_Strix_G15_G513RM-HF284W_AMD_Ryzen_7_6800H_512GB_SSD_16GB_Ram_Nvidia_GeForce_RTX_3060_6GB_15.6'_Inch_FHD_Win.11"
"LAPTOP STAND Creative folding storage bracket","175","299","In Stock","no warranty","Height Adjustment: Adds 6-7 inches of height to your laptop for a more comfortable viewing angle.Comfort Angle: Provides an ergonomic angle for better posture and comfort.Folding Design: Easy to store and transport.Materials: Made from plastic and aluminium alloy and ensuring durability and lightweight portability.Weight Capacity: Can support 15-20 kg and making it robust enough for various devices.Compatibility: Works with laptops and notebooks and and tablets ranging from 10 to 17 inches in size.","https://www.sigma-computer.com/item?id=4893&name=_LAPTOP_STAND_Creative_folding_storage_bracket"
