laptopname,amazonprice in (LE),specs,ratingnumber,deliverytype,amazongetlink,amazon_rating_link
"HP 15s-eq2383nia Laptop - Ryzen 3 5300U 4-Cores and 8GB RAM and 512GB SSD and AMD Radeon Graphics and 15.6" FHD (1920 x 1080) micro-edge anti-glare 250 nits and DOS - Jet Black","16809.0","","29","FREE delivery","https://www.amazon.eg//-/en/HP-15s-eq2383nia-Laptop-micro-edge-anti-glare/dp/B0BBGY6W9C","https://www.amazon.eg//-/en/HP-15s-eq2383nia-Laptop-micro-edge-anti-glare/dp/B0BBGY6W9C#customerReviews"
"Lenovo LOQ 15IRX9 Gaming Laptop - 13th Intel Core i7-13650HX and 16GB DDR5 RAM and 512GB SSD and AI Chip: LA1 and NVIDIA GeForce RTX 3050 6GB GDDR6 Graphics and 15.6" FHD (1920x1080) IPS 144Hz //2Years Warranty//","45999.0","","0","FREE delivery","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-Laptop/dp/B0DC926Y7J","not available"
"Dell Vostro 3520 Laptop - 12th Intel Core i5-1235U 10-Cores and 4GB RAM and 256GB SSD and Intel UHD Graphics and 15.6" FHD (1920 x 1080) 120Hz 250 nits Anti-Glare and Ubuntu - Carbon Black","20314.0","","19","FREE delivery","https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CQF9N1J9","https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CQF9N1J9#customerReviews"
"Lenovo IdeaPad Gaming 3 15ARH7 - Ryzen 7 7735HS and NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics and16GB DDR5-4800 RAM and 512GB SSD and 15.6" FHD (1920x1080) IPS 250nits 120Hz and Backlit Keyboard-2 Years Warranty","45999.0","","30","FREE delivery","https://www.amazon.eg//-/en/Lenovo-IdeaPad-Gaming-15ARH7-Keyboard-2/dp/B0CQV5FRZG","https://www.amazon.eg//-/en/Lenovo-IdeaPad-Gaming-15ARH7-Keyboard-2/dp/B0CQV5FRZG#customerReviews"
"HP Laptop 15-fd0033ne - Intel Core i3-1315U 13th Generation and 4GB RAM and 256GB SSD and Integrated and Intel UHD Graphics and 15.6" FHD (1920 x 1080) anti-glare 250 nits and DOS - natural silver","15899.0","","1","FREE delivery","https://www.amazon.eg//-/en/HP-Laptop-15-fd0033ne-Generation-Integrated/dp/B0D6C16M1Z","https://www.amazon.eg//-/en/HP-Laptop-15-fd0033ne-Generation-Integrated/dp/B0D6C16M1Z#customerReviews"
"Dell Vostro 3520 Laptop - 12th Intel Core i7-1255U 10-Cores and 16GB RAM and 512GB SSD and Intel UHD Graphics and 15.6" FHD (1920 x 1080) 120Hz 250 nits Anti-Glare and FingerPrint and Ubuntu - Carbon Black","28549.0","","19","FREE delivery","https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-FingerPrint/dp/B0CQF34BDN","https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-FingerPrint/dp/B0CQF34BDN#customerReviews"
"HP 15 Laptop - Ryzen 3 5300U 4-Cores and 8GB RAM and 256GB SSD and AMD Radeon Graphics and 15.6" FHD (1920 x 1080) micro-edge anti-glare 250 nits and DOS - Jet Black","15799.0","","29","FREE delivery","https://www.amazon.eg//-/en/HP-15-Laptop-micro-edge-anti-glare/dp/B0CX23GDP5","https://www.amazon.eg//-/en/HP-15-Laptop-micro-edge-anti-glare/dp/B0CX23GDP5#customerReviews"
"Acer Aspire 7|Core i5-1240P|512GB PCIe NVMe SSD|8GB RAM DDR4 3200Mhz|NVIDIA RTX 3050 VRAM GDDR6 4GB|15.6" FHD IPS 60Hz SlimBezel|Backlit Arabic Keyboard|FingerPrint TouchPad|DOS|1 Year Local Warranty","29499.0"," Brand Name:Acer
 Model Name:NH.QHTEM.005
 Screen Size:15.6 Inches
 Color:Black
 Hard Disk Size:512 GB
 CPU Model:Core i5-1240P
 RAM Memory Installed:8 GB
 Operating System:DOS
 Special Features:Backlit Keyboard
 Graphics Description:Integrated
","19","FREE delivery","https://www.amazon.eg//-/en/Acer-i5-1240P-SlimBezel-Keyboard-FingerPrint/dp/B0BZQ16H4H","https://www.amazon.eg//-/en/Acer-i5-1240P-SlimBezel-Keyboard-FingerPrint/dp/B0BZQ16H4H#customerReviews"
"Lenovo IdeaPad 1 and CPU: AMD Ryzen™ 3 7320U and 4GB Soldered LPDDR5-5500 and Display: 15.6" HD (1366x768) TN 220nits Anti-glare and 256GB SSD and Windows® 11 Home(82VG00DPED) 2 Years Local Warranty by Lenovo","13990.0","","19","FREE delivery","https://www.amazon.eg//-/en/Lenovo-IdeaPad-CPU-LPDDR5-5500-Anti-glare/dp/B0CW1KWRGX","https://www.amazon.eg//-/en/Lenovo-IdeaPad-CPU-LPDDR5-5500-Anti-glare/dp/B0CW1KWRGX#customerReviews"
"Lenovo Legion 5 Gaming Laptop + Legion M300 RGB Mouse - 15.6" WQHD 165Hz and Intel i7-11800H and 16GB RAM and 1TB SSD and NVIDIA RTX 3070 8GB and DOS and Blue - Best for Gaming and High Performance","74581.0"," Brand Name:Lenovo
 Model Name:Legion
 Screen Size:15.6 Inches
 Color:Blue
 Hard Disk Size:1 TB
 CPU Model:Core i7 Family
 RAM Memory Installed:16 GB
 Operating System:DOS
 Special Features:Fingerprint Reader
 Graphics Description:Dedicated
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-Legion-Gaming-Laptop-Mouse/dp/B0B2Q229DJ","https://www.amazon.eg//-/en/Lenovo-Legion-Gaming-Laptop-Mouse/dp/B0B2Q229DJ#customerReviews"
"Hp Victus 15 Gaming Laptop - 13th Intel i5-13500H 12-Cores and 6GB GDDR6 NVIDIA GeForce RTX 3050 Graphics and 16GB RAM and 512GB SSD and 15.6" FHD (1920x1080) 144Hz IPS and Backlit Keyboard and Dos -Performance Blue","43259.0"," Brand Name:HP
 Model Name:Victus Gaming Laptop
 Screen Size:17.3 Inches
 Color:Performance Blue
 Hard Disk Size:512 GB
 CPU Model:Intel Core i5
 RAM Memory Installed:16 GB
 Operating System:Windows 11 Home
 Special Features:Dedicated
","172","FREE delivery","https://www.amazon.eg//-/en/Victus-Gaming-Laptop-i5-13500H-Performance/dp/B0CNKJWK32","https://www.amazon.eg//-/en/Victus-Gaming-Laptop-i5-13500H-Performance/dp/B0CNKJWK32#customerReviews"
"Lenovo IdeaPad 1 15IAU7 Laptop - 12th Intel Core i3-1215U and 8GB RAM and 256GB SSD and Integrated Intel UHD Graphics and 15.6" HD (1366x768) TN 220nits Anti-glare and WIN 11 and Abyss Blue and 2Y Warranty and Briefcase","17209.0","","19","FREE delivery","https://www.amazon.eg//-/en/Lenovo-IdeaPad-15IAU7-Laptop-Integrated/dp/B0D6MFK2HN","https://www.amazon.eg//-/en/Lenovo-IdeaPad-15IAU7-Laptop-Integrated/dp/B0D6MFK2HN#customerReviews"
"Lenovo V15 Laptop - 10th iCore i3-10110U and 8GB RAM and 1TB HDD and Integrated Intel UHD Graphics and 15.6" FHD (1920x1080) TN 220nits Anti-glare and Dos - Iron Grey","19059.0"," Brand Name:Lenovo
 Model Name:V15 - I3-10110U8G1TFHD
 Screen Size:15.6 Inches
 Color:Grey
 Hard Disk Size:1 TB
 CPU Model:Intel Core i3
 RAM Memory Installed:8 GB
 Operating System:DOS
 Special Features:Anti Glare Screen
 Graphics Description:Integrated
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-V15-Laptop-Integrated-Anti-glare/dp/B0C2GL2W8J","https://www.amazon.eg//-/en/Lenovo-V15-Laptop-Integrated-Anti-glare/dp/B0C2GL2W8J#customerReviews"
"Lenovo Legion Pro 5 Laptop - i9-13900HX 24 Cores and AI Chip: LA1 and NVIDIA GeForce RTX 4050 6GB GDDR6 Graphics and 16GB DDR5-5600MHz RAM and 512GB SSD and 16" WQXGA (2560x1600) IPS 300nits 165Hz and 4-Z RGB Backlit","68569.0","","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-Legion-Pro-Laptop-DDR5-5600MHz/dp/B0CYFSB7DK","https://www.amazon.eg//-/en/Lenovo-Legion-Pro-Laptop-DDR5-5600MHz/dp/B0CYFSB7DK#customerReviews"
"Dell Vostro 3520 Laptop - 12th Intel Core i5-1235U 10-Cores and 8GB RAM and 256GB SSD and Intel UHD Graphics and 15.6" FHD (1920 x 1080) 120Hz 250 nits Anti-Glare and Ubuntu - Carbon Black","19539.0","","2","FREE delivery","https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CQF93P1T","https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CQF93P1T#customerReviews"
"Lenovo ThinkPad E16 Laptop and Intel Core i7 and 16GB RAM and 512GB SSD and 16" Display and Windows 11 Pro","56444.0"," Brand Name:Lenovo
 Model Name:ThinkPad E16
 Screen Size:16 Inches
 Color:Black
 Hard Disk Size:512 GB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:Windows 11 Pro
 Graphics Description:Integrated
 CPU Speed:3.7 GHz
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-ThinkPad-Laptop-Display-Windows/dp/B0D6ZRB24V","not available"
"HP 255 G8 Laptop - AMD Ryzen 5 5500U up to 4.0 GHz 8 MB cache 6 cores and 8GB RAM and 256GB SSD and AMD Radeon Graphics and 15.6" FHD (1920X1080) 250 nits Antiglare and Dos - Silver","19369.0","","3","FREE delivery","https://www.amazon.eg//-/en/HP-255-Laptop-1920X1080-Antiglare/dp/B0D35FDCW7","https://www.amazon.eg//-/en/HP-255-Laptop-1920X1080-Antiglare/dp/B0D35FDCW7#customerReviews"
"HP Pavilion X360 2-in-1 Laptop 14-EK0010NE (6L8J4EA) and Intel Core i7-1255U and 12th Generation and 16GB DDR4-3200 MHz RAM (onboard) and 512 GB PCIe NVMe M.2 SSD - Silver","37299.0","","18","FREE delivery","https://www.amazon.eg//-/en/HP-Pavilion-14-EK0010NE-Generation-DDR4-3200/dp/B0BM55R52J","https://www.amazon.eg//-/en/HP-Pavilion-14-EK0010NE-Generation-DDR4-3200/dp/B0BM55R52J#customerReviews"
"Dell Vostro 3520 Laptop - 12th Intel Core i7-1255U 10-Cores and 16GB RAM and 512GB SSD and NVIDIA GeForce MX550 with 2GB GDDR6 Graphics and 15.6" FHD (1920 x 1080) 120Hz 250 nits Anti-Glare and Ubuntu -Carbon Black","36999.0","","14","FREE delivery","https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CFZTBVGJ","https://www.amazon.eg//-/en/Dell-Vostro-3520-Laptop-Anti-Glare/dp/B0CFZTBVGJ#customerReviews"
"Dell Latitude Laptop (Core i5 and500GB and 4 GB) - E6430 and14in","8700.0","","6","EGP 26.00 delivery","https://www.amazon.eg//-/en/Dell-Latitude-Laptop-Core-500GB/dp/B0997LHF2Q","https://www.amazon.eg//-/en/Dell-Latitude-Laptop-Core-500GB/dp/B0997LHF2Q#customerReviews"
"MSI Modern 14 C12MO - Intel® Core™ i5-1235U - 8GB - 512GB - Intel® Iris Xe Graphics - 14"FHD and Local Warranty","20699.0","","3","FREE delivery","https://www.amazon.eg//-/en/MSI-Modern-14-C12MO-i5-1235U/dp/B0DFMQV8S2","https://www.amazon.eg//-/en/MSI-Modern-14-C12MO-i5-1235U/dp/B0DFMQV8S2#customerReviews"
"Dell Latitude 7490 14-inch FHD (1920x1080) Business Laptop PC and Intel Core i5-8350 1.6GHz and 16GB RAM and 512GB SSD and WiFi and Bluetooth and DP and Webcam Windows 10 Pro 64-Bit (Renewed)","19000.0","","33","EGP 26.00 delivery","https://www.amazon.eg//-/en/Dell-Latitude-7490-1920x1080-Bluetooth/dp/B0CFL5L4HG","https://www.amazon.eg//-/en/Dell-Latitude-7490-1920x1080-Bluetooth/dp/B0CFL5L4HG#customerReviews"
"HP Probook 650 G5 Business Laptop with Backlit Keyboard and 15.6in FHD(1920x1080) and Intel Core i5-8365U up to 4.1GHz and 16GB RAM and 512GB SSD and Win 10pro(Renewed)","22000.0","","0","EGP 26.00 delivery","https://www.amazon.eg//-/en/HP-Business-Keyboard-1920x1080-i5-8365U/dp/B0CNXDJ7WD","not available"
"Asus Vivobook 15 X1504VA-NJ1007 Intel Core i7-1355U DDR4 16GB RASM 512GB M.2 NVMe PCIe 3.0 SSD Intel Iris X? Graphics DOS 15.6-Inch FHD Laptop and Cool Blue","29045.14","","0","FREE delivery","https://www.amazon.eg//-/en/Vivobook-X1504VA-NJ1007-i7-1355U-Graphics-15-6-Inch/dp/B0DLH5KWDL","not available"
"Hp Victus 15-fa1041ne Gaming Laptop - 13th Intel i5-13500H 12-Cores and 6GB GDDR6 NVIDIA GeForce RTX 3050 Graphics and 8GB RAM and 512GB SSD and 15.6" FHD (1920x1080) 144Hz IPS and Backlit Keyboard and Performance Blue","40056.21","","77","FREE delivery","https://www.amazon.eg//-/en/Victus-15-fa1041ne-Gaming-Laptop-Performance/dp/B0DDQTWY8P","https://www.amazon.eg//-/en/Victus-15-fa1041ne-Gaming-Laptop-Performance/dp/B0DDQTWY8P#customerReviews"
"HP Victus 15-fa0089ne Gaming Laptop - 12th i5-12500H 12-Cores and 8GB RAM and 1TB SSD and Nvidia GTX 1650 4GB GDDR6 Graphics and 15.6" FHD (1920x1080) IPS 144Hz and Backlit Keyboard and Windows 11 - Ceramic White","29999.0"," Brand Name:HP
 Model Name:Victus Gaming Laptop
 Screen Size:15.6 Inches
 Color:Ceramic White
 Hard Disk Size:1 TB
 CPU Model:Intel Core i5
 RAM Memory Installed:8 GB
 Operating System:Windows 11
 Special Features:Dedicated
","172","FREE delivery","https://www.amazon.eg//-/en/HP-Victus-15-fa0089ne-Gaming-Laptop/dp/B0CYNYPTT4","https://www.amazon.eg//-/en/HP-Victus-15-fa0089ne-Gaming-Laptop/dp/B0CYNYPTT4#customerReviews"
"Dell Latitude 5400 Business Laptop and 14-inch Laptop Computer and Intel Core i5-8365 and 16GB RAM 512GB SSD and Webcam and Windows 10 Pro (Renewed)","19000.0"," Brand Name:Dell
 Model Name:Latitude 5400
 Screen Size:14 Inches
 Hard Disk Size:512 GB
 CPU Model:Core i5
 RAM Memory Installed:16 GB
 Operating System:Windows 10 Pro
 Special Features:Backlit Keyboard
 Graphics Description:Integrated
 Graphics Coprocessor:Intel Integrated Graphics
","172","FREE delivery","https://www.amazon.eg//-/en/Dell-Latitude-Business-Computer-i5-8365/dp/B0CNPP359K","https://www.amazon.eg//-/en/Dell-Latitude-Business-Computer-i5-8365/dp/B0CNPP359K#customerReviews"
"DELL G15 5530 Gaming Laptop - 13th Intel Core i5-13450HX and 16GB DDR5-4800 MHz RAM and 512GB SSD and NVIDIA GeForce RTX 3050 6GB GDDR6 Graphics and 15.6" FHD (1920x1080) 120Hz and 4Z RGB Backlit Keyboard and Ubuntu","42999.0"," Brand Name:Dell
 Model Name:G15 5530 Gaming
 Screen Size:15.6 Inches
 Color:Dark Shadow Gray with Black thermal shelf
 Hard Disk Size:512 GB
 RAM Memory Installed:16 GB
 Operating System:UBUNTU
 Special Features:Dedicated
 Graphics Description:RTX 3050 6GB
","172","FREE delivery","https://www.amazon.eg//-/en/DELL-G15-5530-Gaming-Laptop/dp/B0DCDWQ95D","not available"
"Lenovo IdeaPad Slim 3 15IRH8 Laptop - 13th Intel Core i5-13420H and 8GB DDR5 RAM and 512 GB SSD and Integrated Intel UHD Graphics and 15.6" FHD (1920x1080) TN 250nits Anti-glare //Win 11//BAG//2 Years Warranty//","23849.0"," Brand Name:Lenovo
 Model Name:IdeaPad Slim 3 15IRH8
 Screen Size:15.6 Inches
 Color:Arctic Grey
 Hard Disk Size:512 GB
 CPU Model:Intel Core i5
 RAM Memory Installed:8 GB
 Operating System:Windows 11
 Special Features:Integrated
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-IdeaPad-Slim-15IRH8-Laptop/dp/B0DC9FVTRL","https://www.amazon.eg//-/en/Lenovo-IdeaPad-Slim-15IRH8-Laptop/dp/B0DC9FVTRL#customerReviews"
"Lenovo LOQ 15IRX9 Gaming Laptop - 13th Intel Core i7-13650HX and 16GB DDR5 RAM and 1TB SSD and AI Chip: LA1 and NVIDIA GeForce RTX 3050 6GB GDDR6 Graphics and 15.6" FHD (1920x1080) IPS 144Hz 100% sRGB and Win 11","47909.0"," Brand Name:Lenovo
 Model Name:Lenovo LOQ 15IRX9
 Screen Size:15.6 Inches
 Color:Luna Grey
 Hard Disk Size:1 TB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:Windows 11
 Special Features:Dedicated
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-LOQ-15IRX9-Gaming-Laptop/dp/B0DC947Z6K","https://www.amazon.eg//-/en/gp/goldbox/"
"Dell Latitude 3420 bussiness Laptop - Intel Core i5-1135G7 Quad Core up to 4.2GHz 8MB Smart Cache and 8GB RAM and 256G SSD and 14" FHD (1920X1080) 250nits Anti-glare and Intel Iris Xe Graphics and FingerPrint and Black","24999.0"," Brand Name:Dell
 Model Name:Dell Latitude 3420
 Screen Size:14 Inches
 Color:Black
 Hard Disk Size:256 GB
 CPU Model:Intel Core i5-1135G7
 RAM Memory Installed:8 GB
 Operating System:ubuntu
 Special Features:Integrated
","172","FREE delivery","https://www.amazon.eg//-/en/Dell-Latitude-3420-bussiness-Laptop/dp/B0DF4VLZL2","not available"
"HP Laptop (15-fc0036ne) and CPU: Ryzen 7-7730U and 16GB DDR4 2DM 3200 Graphics Card: AMD Radeon Integrated Graphics and VRAM: Shared and Display: 15.6 HD Antiglare SVA 250 nits ultraslim and 512GB and Windows 11","27399.0"," Brand Name:HP
 Model Name:15-fc0036ne
 Screen Size:15.6 Inches
 Color:Jet black
 Hard Disk Size:512 GB
 CPU Model:Ryzen 7
 RAM Memory Installed:16 GB
 Operating System:Windows 11
 Special Features:Integrated
","172","FREE delivery","https://www.amazon.eg//-/en/HP-Laptop-15-fc0036ne-CPU-Integrated/dp/B0BX4HS8VF","https://www.amazon.eg//-/en/HP-Laptop-15-fc0036ne-CPU-Integrated/dp/B0BX4HS8VF#customerReviews"
"HP Envy X360 2-IN-1 14-ES0013DX Laptop - 13th Intel core i5-1335U 10-cores and 8GB and 512GB SSD and Intel Iris Xe Graphics and 14" FHD (1920X1080) IPS MuliTouch and FingerPrint and Backlit Keyboard and Windows 11 and Silver","39499.0","","15","FREE delivery","https://www.amazon.eg//-/en/HP-Envy-X360-14-ES0013DX-Laptop/dp/B0C4L53F64","https://www.amazon.eg//-/en/HP-Envy-X360-14-ES0013DX-Laptop/dp/B0C4L53F64#customerReviews"
"HP Victus 15.6" Gaming Laptop - Intel Core i5-12450H and NVIDIA GeForce RTX 3050 and 8GB RAM and 512GB SSD and FHD 144Hz Display - High Performance for Gaming & Productivity and Blue","34000.0","","1","FREE delivery","https://www.amazon.eg//-/en/HP-Victus-15-6-Gaming-Laptop/dp/B0D9PKL6VM","https://www.amazon.eg//-/en/HP-Victus-15-6-Gaming-Laptop/dp/B0D9PKL6VM#customerReviews"
"Lenovo IdeaPad Slim 3 15IRH8 (83EM007VED)- Core i7 13620H 10 Cores- 16GB DDR5 4800-512GB SSD- 15.6 FHD- WIN 11- BAG- 2Y Warranty- Arctic Grey","35042.0"," Brand Name:Lenovo
 Model Name:83EM007VED
 Screen Size:15.6 Inches
 Color:Arctic Grey
 Hard Disk Size:512 GB
 CPU Model:Core i7
 RAM Memory Installed:16 GB
 Operating System:Windows 11 Home
 Special Features:Anti Glare Screen
 Graphics Description:Integrated
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-IdeaPad-83EM007VED-4800-512GB-Warranty/dp/B0DBJG134H","https://www.amazon.eg//-/en/Lenovo-IdeaPad-83EM007VED-4800-512GB-Warranty/dp/B0DBJG134H#customerReviews"
"HP Laptop 15s (15s-fq5043ne) and CPU: Core i7-1255U and 8GB DDR4 2DM 3200 Graphics Card: Intel Iris Xe and VRAM: Shared and Display: 15.6 FHD Antiglare ultraslim SVA 250 nits Narrow Border and 512GB and Windows 11","29599.0"," Brand Name:HP
 Model Name:15S-FQ5043NE
 Screen Size:15.6 Inches
 Color:Blue
 Hard Disk Size:512 GB
 CPU Model:Core i7-1255U
 RAM Memory Installed:8 GB
 Operating System:Windows 11
 Special Features:fingerprint reader
 Graphics Description:Integrated
","172","FREE delivery","https://www.amazon.eg//-/en/HP-Laptop-15s-15s-fq5043ne-CPU/dp/B0BM57DH46","https://www.amazon.eg//-/en/HP-Laptop-15s-15s-fq5043ne-CPU/dp/B0BM57DH46#customerReviews"
"Lenovo Legion Pro 5-13th i7-13700HX-16Cores and 32GB DDR5 and 1TB SSD and NVIDIA GeForce RTX 4060 8GB GDDR6 Graphics and 16" WQXGA (2560x1600) IPS 500nits 100sRGB 240Hz andAI Chip:LA1 and 2 Years warranty and Aluminum Top","80119.0"," Brand Name:Lenovo
 Model Name:Legion Pro 5 16IRX9
 Screen Size:16 Inches
 Color:Onyx Grey
 Hard Disk Size:1 TB
 CPU Model:Intel Core i7
 RAM Memory Installed:32 GB
 Special Features:Dedicated
 Graphics Description:NVIDIA GeForce RTX 4060
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-i7-13700HX-16Cores-GeForce-Graphics-2560x1600/dp/B0DCF537H8","https://www.amazon.eg//-/en/Lenovo-i7-13700HX-16Cores-GeForce-Graphics-2560x1600/dp/B0DCF537H8#customerReviews"
"HP Laptop (14-em0004ne) and CPU: Ryzen 3-7320U and 4GB LPDDR5 on-board Graphics Card: AMD Radeon Integrated Graphics and VRAM: Shared and Display: 14.0 HD Antiglare SVA 250 nits ultraslim and 256GB and Windows 11","18099.0"," Brand Name:HP
 Model Name:[72X26AV]
 Screen Size:14 Inches
 Color:Silver
 Hard Disk Size:256 GB
 CPU Model:Ryzen 3
 RAM Memory Installed:4 GB
 Operating System:Windows 10
 Special Features:Numeric Keypad
 Graphics Description:Integrated
","172","FREE delivery","https://www.amazon.eg//-/en/HP-Laptop-14-em0004ne-CPU-board/dp/B0BVWDMC84","https://www.amazon.eg//-/en/HP-Laptop-14-em0004ne-CPU-board/dp/B0BVWDMC84#customerReviews"
"MSI Cyborg 15 A13VF - Intel® Core™ i7-13620H Processor Nvidia RTX 4060-8GB GDDR6 Graphics - 16GB DDR5-512 GB SSD - 15.6-Inch FHD Screen - Translucent Black - Local Warranty","53888.0"," Brand Name:MSI
 Model Name:Cyborg 15 A13VF
 Screen Size:15.6 Inches
 Color:Black
 Hard Disk Size:512 GB
 CPU Model:Core i7
 RAM Memory Installed:16 GB
 Operating System:DOS
 Special Features:Backlit Keyboard
 Graphics Description:Dedicated
","172","FREE delivery","https://www.amazon.eg//-/en/MSI-Cyborg-A13VF-i7-13620H-Translucent/dp/B0D92CFH79","not available"
"15.6 Inch Laptop Computer and 16GB DDR4 1TB SSD and Quad-Core Celeron N5095 CPU (up to 2.9 GHz) and Student/Business Laptop with 1080P FHD Display and 44WH Battery and 2.4/5G WiFi and BT 4.2 and Backlit Keyboard (Silver)","25000.0"," Brand Name:Molegar
 Model Name:T156A
 Screen Size:15.6 Inches
 Color:silver
 Hard Disk Size:1 TB
 CPU Model:Celeron
 RAM Memory Installed:16 GB
 Operating System:Windows 11
 Special Features:Fingerprint Reader, Backlit Keyboard, Memory Card Slot, Anti Glare Coating, Numeric Keypad
 Graphics Description:Integrated
","172","FREE delivery","https://www.amazon.eg//-/en/Computer-Quad-Core-Celeron-Business-Keyboard/dp/B0DBGZZHD4","https://www.amazon.eg//-/en/Computer-Quad-Core-Celeron-Business-Keyboard/dp/B0DBGZZHD4#customerReviews"
"HP Pavilion Laptop (15-eh3001ne) and CPU: Ryzen 7-7730U and [794P4AV] Graphics Card: 512GB PCIe value and VRAM: Shared and Display: 15.6 FHD Antiglare SVA 250 nits and 16GB and Windows 11","31399.0","","18","FREE delivery","https://www.amazon.eg//-/en/HP-Pavilion-Laptop-15-eh3001ne-CPU/dp/B0C58T64YS","https://www.amazon.eg//-/en/HP-Pavilion-Laptop-15-eh3001ne-CPU/dp/B0C58T64YS#customerReviews"
"ASUS TUF Gaming F15 and Intel Core i7-13620H and 8GB DDR5-4800 * 2 and NVIDIA GeForce RTX 4060 and 8GB GDDR6 and 15.6" (1920 x 1080) 16:10 144HZ and 1TB SSD and Windows 11 (FX507VV-LP156W) 1 Year Perfect Warranty by ASUS","58800.0"," Brand Name:ASUS
 Model Name:FX507VV-LP156W
 Screen Size:15.6 Inches
 Color:Gray
 Hard Disk Size:1 TB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:Windows 11
 Special Features:Anti Glare Coating
 Graphics Description:Dedicated
","172","FREE delivery","https://www.amazon.eg//-/en/ASUS-Gaming-i7-13620H-DDR5-4800-GeForce/dp/B0D26JC2HM","https://www.amazon.eg//-/en/ASUS-Gaming-i7-13620H-DDR5-4800-GeForce/dp/B0D26JC2HM#customerReviews"
"HP Laptop 15-fd0022ne - Intel Core i7-1355U 13th Generation and 8GB RAM and 512GB SSD and Integrated and Intel Iris X Graphics and 15.6" FHD (1920 x 1080) anti-glare 250 nits and DOS - natural silver","30589.0","","1","FREE delivery","https://www.amazon.eg//-/en/HP-Laptop-15-fd0022ne-Generation-Integrated/dp/B0D6BVJN5W","https://www.amazon.eg//-/en/HP-Laptop-15-fd0022ne-Generation-Integrated/dp/B0D6BVJN5W#customerReviews"
"HP ProBook 450 G10 (816P4EA) Core i7-1355U 10 Cores - 16GB DDR4-1TB SSD - RTX 2050 4GB - 15.6 FHD IPS - Fingerprint - Backlit KYB - DOS","46556.1"," Brand Name:HP
 Model Name:ProBook 450 G10
 Screen Size:15.6 Inches
 Color:Silver
 Hard Disk Size:1 TB
 CPU Model:Core i7
 RAM Memory Installed:16 GB
 Operating System:DOS
 Special Features:Fingerprint Reader, Backlit Keyboard
 Graphics Description:Integrated
","172","FREE delivery","https://www.amazon.eg//-/en/HP-ProBook-816P4EA-i7-1355U-Cores/dp/B0DCCBXS8V","https://www.amazon.eg//-/en/HP-ProBook-816P4EA-i7-1355U-Cores/dp/B0DCCBXS8V#customerReviews"
"Lenovo Legion 5 15IAH7 Laptop - 12th Intel Core i7-12700H 14Cores and 16GB RAM DDR5-4800 and 1TB SSD and NVIDIA GeForce RTX 3050 Ti 4GB GDDR6 Graphics and 15.6" WQHD (2560x1440) IPS 300nits 165Hz and 4Z RGB Backlit","53999.0"," Brand Name:Lenovo
 Model Name:Legion 5 15IAH7 - 82RC00DEAX
 Screen Size:15.6 Inches
 Color:Storm Grey
 Hard Disk Size:1 TB
 CPU Model:Intel Core i7
 RAM Memory Installed:16 GB
 Operating System:DOS
 Special Features:Dedicated
","172","FREE delivery","https://www.amazon.eg//-/en/Lenovo-Legion-15IAH7-Laptop-i7-12700H/dp/B0C3TZ7TQ1","https://www.amazon.eg//-/en/Lenovo-Legion-15IAH7-Laptop-i7-12700H/dp/B0C3TZ7TQ1#customerReviews"
"Latitude 5500 I5-8365U 8GB RAM 256GB SSD Intel UHD Graphics 620 15.6" HD","53999.0"," Brand Name:Generic
 Model Name:5500
 Screen Size:15.6
 Hard Disk Size:256 GB
 CPU Model:Core i5-8365U
 RAM Memory Installed:8 GB
 Operating System:Windows 10
 Graphics Description:Integrated
 CPU Speed:1.6
 Hard Disk Description:SSD
","172","FREE delivery","https://www.amazon.eg//-/en/Latitude-I5-8365U-256GB-Intel-Graphics/dp/B0DQH4DB3H","not available"
